"Region","Region_name","sub_region","Sub_region_name","SSP","RCP","Year","UHI_cat","Heat_wave_days","HI_cat","Population","Sensitive_pop"
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2010,"With UHI",15,""">42 & <=55""",304112757,46485910.74
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2010,"With UHI",15,""">55""",0,0
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2010,"With UHI",15,"""<=28""",0,0
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2010,"With UHI",15,""">28 & <=34""",14069288,2089993.344
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2010,"With UHI",15,""">34 & <=42""",173515879,25723167.2
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2010,"With UHI",15,""">42 & <=55""",51026116,7413588.455
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2010,"With UHI",15,""">55""",0,0
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2010,"With UHI",15,"""<=28""",9548539,1619452.667
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2010,"With UHI",15,""">28 & <=34""",77033486,12308844.52
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2010,"With UHI",15,""">34 & <=42""",41968042,7155168.79
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2010,"With UHI",15,""">42 & <=55""",12911861,1310276.603
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2010,"With UHI",15,""">55""",0,0
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2030,"With UHI",15,"""<=28""",2802974,450355.9899
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",23497101,3884845.372
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",14307497,2216386.001
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",0,0
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,"""<=28""",29740650,6151943.933
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",112292212,24128593.98
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",355722872,87353433.75
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",584799344,125103658.7
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">55""",0,0
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,"""<=28""",11936166,1835647.763
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",46263043,7046200.262
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",146350847,22548401.5
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",821651621,122660582.6
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">55""",12415890,1887299.164
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,"""<=28""",5802,863.2815036
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",9219242,1509100.048
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",232602111,38004437.09
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",128842459,23112062.92
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">55""",0,0
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2030,"With UHI",15,"""<=28""",8108210,1261983.96
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",85896159,14256183.84
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",91655638,13667926.9
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",40403379,4910022.657
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2030,"With UHI",15,""">55""",85249,11682.55924
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2070,"With UHI",15,"""<=28""",3097271,1076825.813
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">28 & <=34""",21283733,7286108.755
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">34 & <=42""",27681503,9906363.569
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">42 & <=55""",28978,9902.2277
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,"""<=28""",19439660,9445400.005
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">28 & <=34""",92815216,46606002.33
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">34 & <=42""",180976786,83019484.8
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">42 & <=55""",718735611,363609390.3
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">55""",30423942,15468903.93
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,"""<=28""",20128654,4791488.981
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">28 & <=34""",48316123,18922461.55
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">34 & <=42""",124964904,43352429.07
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">42 & <=55""",1452794825,507047663.3
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">55""",35865230,12702094.39
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,"""<=28""",23099,7299.068237
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">28 & <=34""",3504134,1267521.39
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">34 & <=42""",144253658,53585941.94
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">42 & <=55""",323460613,127130257
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">55""",487814,211091.8351
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2070,"With UHI",15,"""<=28""",7677988,1742858.488
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">28 & <=34""",61960082,20656956.84
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">34 & <=42""",141256900,48568185.68
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">42 & <=55""",97422317,32746749
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2070,"With UHI",15,""">55""",452449,135653.2766
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2100,"With UHI",15,"""<=28""",2475532,1277145.545
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",15909534,8277137.508
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",26605138,13451229.11
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",24825,12389.26935
142,"Asia",143,"Central Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,"""<=28""",10263072,6258565.083
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",45728576,28690857.61
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",108824174,68639382.69
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",528976825,318076364.9
142,"Asia",30,"Eastern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">55""",36630013,23372075.04
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,"""<=28""",2449429,1179532.8
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",51366171,24114607.28
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",68780198,31134080.88
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",1293980380,665222592.4
142,"Asia",34,"Southern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">55""",56631754,29475844.84
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,"""<=28""",2701,1321.047208
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",2392769,1254164.926
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",63880736,33438629.56
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",332100418,178660248.6
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">55""",666901,376880.2114
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2100,"With UHI",15,"""<=28""",5547820,2103404.32
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",34522559,17949164.51
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",115751930,52695900.9
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",107349723,55349062.31
142,"Asia",145,"Western Asia","SSP 1","RCP 4.5",2100,"With UHI",15,""">55""",674024,333144.5697
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2010,"With UHI",15,"""<=28""",5890714,977117.5018
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">28 & <=34""",17939413,2739963.593
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">34 & <=42""",1655393,238670.9277
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">42 & <=55""",0,0
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,"""<=28""",35195227,5342657.573
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">28 & <=34""",131415108,19473519.2
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">34 & <=42""",361953907,59997522.48
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">42 & <=55""",250962181,35925982.75
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">55""",0,0
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,"""<=28""",5620379,954340.4067
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">28 & <=34""",34412330,4981261.006
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">34 & <=42""",138595562,20935038.63
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">42 & <=55""",362319732,56172449.88
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">55""",0,0
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,"""<=28""",0,0
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">28 & <=34""",14972420,2210912.4
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">34 & <=42""",177340786,26234636.43
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">42 & <=55""",56757398,8180265.252
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">55""",0,0
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2010,"With UHI",15,"""<=28""",9546827,1619200.892
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">28 & <=34""",77035668,12309036.15
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">34 & <=42""",55618127,9123295.834
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">42 & <=55""",12910751,1310090.767
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2010,"With UHI",15,""">55""",0,0
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2030,"With UHI",15,"""<=28""",2771870,461436.7084
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",22786156,3893293.918
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",12381222,2005534.596
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",0,0
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,"""<=28""",29155507,6385768.472
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",110077528,22921575.11
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",346731831,82526555.83
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",517920032,110554025.7
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">55""",0,0
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,"""<=28""",10895246,1864324.933
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",42911736,6824438.312
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",128351885,20729105.86
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",733167646,115731674.6
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">55""",11251999,1796907.351
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,"""<=28""",4245,670.5719113
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",9929506,1671896.326
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",225719185,38002244.7
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",141824138,25404441.12
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">55""",0,0
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2030,"With UHI",15,"""<=28""",7787144,1308448.045
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",84139954,14506730.18
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",108075793,17945549.7
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",40966640,5288532.193
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2030,"With UHI",15,""">55""",92949,13459.50811
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2070,"With UHI",15,"""<=28""",3008850,807771.9271
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">28 & <=34""",20629419,5487383.001
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">34 & <=42""",26849659,7471924.143
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">42 & <=55""",29294,7748.702391
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,"""<=28""",17539311,6697284.675
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">28 & <=34""",81240192,32626142.43
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">34 & <=42""",165344990,60364699.65
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">42 & <=55""",655088529,271308475.3
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">55""",29190911,11840654.39
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,"""<=28""",20623176,3939847.738
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">28 & <=34""",49551982,15491161.82
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">34 & <=42""",120344223,32714185.52
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">42 & <=55""",1373889360,365115016.9
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">55""",46809310,12642908.72
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,"""<=28""",25290,6250.134273
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">28 & <=34""",5089267,1420227.478
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">34 & <=42""",169745040,49989257.25
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">42 & <=55""",331918813,101411896.4
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">55""",927861,331657.5843
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2070,"With UHI",15,"""<=28""",7890240,1453364.694
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">28 & <=34""",48430240,14103266.4
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">34 & <=42""",186639873,49336141.2
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">42 & <=55""",126741837,33293597.92
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2070,"With UHI",15,""">55""",566526,139642.9529
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2100,"With UHI",15,"""<=28""",2782175,972250.4154
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",17539287,6343804.627
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",30035371,10407354.21
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",29168,9952.746578
142,"Asia",143,"Central Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,"""<=28""",10735549,4570184.852
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",45691301,20637345.48
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",101176418,45740653.65
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",548140843,248723010.6
142,"Asia",30,"Eastern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">55""",37642727,17166057.4
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,"""<=28""",2695326,859165.985
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",66060787,21473247.91
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",115795877,37117193.56
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",1488198082,507132026.7
142,"Asia",34,"Southern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">55""",65541984,22673818.49
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,"""<=28""",4785,1608.939768
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",3375997,1203244.965
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",64642829,23657972.27
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",405961565,152230495.7
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">55""",18520281,8420076.271
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2100,"With UHI",15,"""<=28""",5984513,1506529.385
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",43544490,15628157.72
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",196352175,67206042.23
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",149477810,54495259.46
142,"Asia",145,"Western Asia","SSP 2","RCP 4.5",2100,"With UHI",15,""">55""",1059521,380310.0541
142,"Asia",143,"Central Asia","SSP 3","RCP 4.5",2010,"With UHI",15,"""<=28""",5893788,977634.3688
142,"Asia",143,"Central Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">28 & <=34""",17937974,2739662.142
142,"Asia",143,"Central Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">34 & <=42""",1653534,238419.9875
142,"Asia",143,"Central Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">42 & <=55""",0,0
142,"Asia",143,"Central Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,"""<=28""",35197464,5342938.44
142,"Asia",30,"Eastern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">28 & <=34""",131420128,19474321.44
142,"Asia",30,"Eastern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">34 & <=42""",361958450,59998078.53
142,"Asia",30,"Eastern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">42 & <=55""",250951812,35924493.51
142,"Asia",30,"Eastern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">55""",0,0
142,"Asia",34,"Southern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,"""<=28""",5621789,954722.447
142,"Asia",34,"Southern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">28 & <=34""",34415008,4981631.198
142,"Asia",34,"Southern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">34 & <=42""",138601451,20935878.9
142,"Asia",34,"Southern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">42 & <=55""",362311701,56171186.26
142,"Asia",34,"Southern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">55""",0,0
142,"Asia",35,"South-Eastern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,"""<=28""",0,0
142,"Asia",35,"South-Eastern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">28 & <=34""",14960780,2209199.036
142,"Asia",35,"South-Eastern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">34 & <=42""",177352248,26236327.7
142,"Asia",35,"South-Eastern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">42 & <=55""",56757258,8180235.561
142,"Asia",35,"South-Eastern Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">55""",0,0
142,"Asia",145,"Western Asia","SSP 3","RCP 4.5",2010,"With UHI",15,"""<=28""",9550448,1619905.937
142,"Asia",145,"Western Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">28 & <=34""",77034644,12308912.32
142,"Asia",145,"Western Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">34 & <=42""",55616822,9123014.547
142,"Asia",145,"Western Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">42 & <=55""",12914348,1310753.67
142,"Asia",145,"Western Asia","SSP 3","RCP 4.5",2010,"With UHI",15,""">55""",0,0
142,"Asia",143,"Central Asia","SSP 3","RCP 4.5",2030,"With UHI",15,"""<=28""",2297519,393959.6829
142,"Asia",143,"Central Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",21125355,3712958.809
142,"Asia",143,"Central Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",10809125,1813129.7
142,"Asia",143,"Central Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",0,0
142,"Asia",143,"Central Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,"""<=28""",24907971,5344035.534
142,"Asia",30,"Eastern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",98719124,20434528.16
142,"Asia",30,"Eastern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",327913675,76236843.23
142,"Asia",30,"Eastern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",456318788,96585548.15
142,"Asia",30,"Eastern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">55""",0,0
142,"Asia",34,"Southern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,"""<=28""",9944445,1857532.581
142,"Asia",34,"Southern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",40085743,6703367.886
142,"Asia",34,"Southern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",113225768,19355888.21
142,"Asia",34,"Southern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",621967328,105222587.5
142,"Asia",34,"Southern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">55""",10634570,1816277.087
142,"Asia",35,"South-Eastern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,"""<=28""",3577,610.5031763
142,"Asia",35,"South-Eastern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">28 & <=34""",8815188,1554735.122
142,"Asia",35,"South-Eastern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">34 & <=42""",199807977,34860687.46
142,"Asia",35,"South-Eastern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">42 & <=55""",122272516,22591741.58
142,"Asia",35,"South-Eastern Asia","SSP 3","RCP 4.5",2030,"With UHI",15,""">55""",0,0
