"Region","Region_name","sub_region","Sub_region_name","SSP","RCP","Year","UHI_cat","Heat_wave_days","HI_cat","Population","Sensitive_pop"
142,"Asia",145,"Western Asia","SSP 5","RCP 4.5",2070,"With UHI",15,"""<=28""",7461597,1697337.048
142,"Asia",145,"Western Asia","SSP 5","RCP 4.5",2070,"With UHI",15,""">28 & <=34""",61174183,20469538.47
142,"Asia",145,"Western Asia","SSP 5","RCP 4.5",2070,"With UHI",15,""">34 & <=42""",164662249,55973054.55
142,"Asia",145,"Western Asia","SSP 5","RCP 4.5",2070,"With UHI",15,""">42 & <=55""",110111429,37210912.7
142,"Asia",145,"Western Asia","SSP 5","RCP 4.5",2070,"With UHI",15,""">55""",534974,164082.0639
142,"Asia",143,"Central Asia","SSP 5","RCP 4.5",2100,"With UHI",15,"""<=28""",2060341,1074267.102
142,"Asia",143,"Central Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",16031933,8327563.568
142,"Asia",143,"Central Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",20694084,10635084.13
142,"Asia",143,"Central Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",22033,11040.51536
142,"Asia",143,"Central Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,"""<=28""",10298258,6279093.846
142,"Asia",30,"Eastern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",47828404,29506889.24
142,"Asia",30,"Eastern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",113687086,70647213.61
142,"Asia",30,"Eastern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",560772442,325859500.1
142,"Asia",30,"Eastern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">55""",36658512,23393278.53
142,"Asia",34,"Southern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,"""<=28""",2407578,1168376.55
142,"Asia",34,"Southern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",49567993,23391892.29
142,"Asia",34,"Southern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",92956838,45108871.72
142,"Asia",34,"Southern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",1262789451,648489142.8
142,"Asia",34,"Southern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">55""",56228310,29248343.96
142,"Asia",35,"South-Eastern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,"""<=28""",2259,1107.040462
142,"Asia",35,"South-Eastern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",2814236,1459327.951
142,"Asia",35,"South-Eastern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",63553965,33437506.89
142,"Asia",35,"South-Eastern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",323390483,172930818.1
142,"Asia",35,"South-Eastern Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">55""",42913607,25469522.72
142,"Asia",145,"Western Asia","SSP 5","RCP 4.5",2100,"With UHI",15,"""<=28""",5396347,2034676.519
142,"Asia",145,"Western Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">28 & <=34""",50252736,23821330.38
142,"Asia",145,"Western Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">34 & <=42""",152974731,71899701.81
142,"Asia",145,"Western Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">42 & <=55""",114661163,59823752.97
142,"Asia",145,"Western Asia","SSP 5","RCP 4.5",2100,"With UHI",15,""">55""",816733,412443.0449
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2010,"With UHI",15,"""<=28""",1699841,267916.6046
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">28 & <=34""",16903094,2681676.264
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">34 & <=42""",6882414,1006132.116
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">42 & <=55""",0,0
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,"""<=28""",17948604,2633489.305
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">28 & <=34""",99172303,14713910.99
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">34 & <=42""",290797495,49505146.07
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">42 & <=55""",371610766,53887648.58
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">55""",0,0
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,"""<=28""",4101997,721607.567
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">28 & <=34""",30718665,4408539.206
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">34 & <=42""",95280636,14438478.36
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">42 & <=55""",401666374,62063207.41
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">55""",9181151,1411397.767
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,"""<=28""",0,0
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">28 & <=34""",5001947,753672.1063
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">34 & <=42""",174132359,25787965.47
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">42 & <=55""",59362658,8668897.155
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">55""",114319,16214.27114
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2010,"With UHI",15,"""<=28""",6473677,1142467.799
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">28 & <=34""",71683361,11462130.14
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">34 & <=42""",54978719,9223728.816
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">42 & <=55""",21975724,2533316.357
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2010,"With UHI",15,""">55""",0,0
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2030,"With UHI",15,"""<=28""",1120620,180662.7693
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">28 & <=34""",17636688,2998711.371
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">34 & <=42""",21826355,3368652.977
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">42 & <=55""",23909,3560.244877
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,"""<=28""",14145490,2953948.276
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">28 & <=34""",95887243,20632232.92
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">34 & <=42""",192456040,37705949.51
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">42 & <=55""",779784239,181460495.3
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">55""",12583787,2668871.972
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,"""<=28""",6504131,993377.6262
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">28 & <=34""",44127555,6752087.627
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">34 & <=42""",94539621,14676147.68
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">42 & <=55""",875951865,130948994.6
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">55""",18625583,2831214.454
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,"""<=28""",5146,765.6750461
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">28 & <=34""",2987676,482299.9936
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">34 & <=42""",139645304,22651837.75
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">42 & <=55""",234864632,40491073.55
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">55""",11013281,2010026.046
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2030,"With UHI",15,"""<=28""",5677712,823561.5047
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">28 & <=34""",64077191,10387712.05
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">34 & <=42""",98695229,16516661.43
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">42 & <=55""",73355564,9654110.367
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2030,"With UHI",15,""">55""",93264,12780.93826
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2070,"With UHI",15,"""<=28""",712833,246165.5449
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">28 & <=34""",13938390,4829669.753
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">34 & <=42""",36997254,13051368.58
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">42 & <=55""",443008,151996.4854
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,"""<=28""",8715494,4323800.755
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">28 & <=34""",65914220,32827199.59
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">34 & <=42""",143722082,72119290.51
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">42 & <=55""",614123557,302148201.1
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">55""",209915862,106730689.4
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,"""<=28""",2441279,775771.3474
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">28 & <=34""",56441776,20184981.39
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">34 & <=42""",101035252,33498707.26
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">42 & <=55""",1426993101,499303110.7
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">55""",95158328,33053566.56
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,"""<=28""",3509,1108.811223
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">28 & <=34""",2423146,871825.8137
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">34 & <=42""",47829158,17242839.15
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">42 & <=55""",391155033,148171482.4
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">55""",60947385,27324916.14
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2070,"With UHI",15,"""<=28""",5414865,1161603.151
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">28 & <=34""",47805327,15116242.26
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">34 & <=42""",149418796,53105114.62
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">42 & <=55""",125572415,41554310.12
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2070,"With UHI",15,""">55""",3596191,1299594.826
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2100,"With UHI",15,"""<=28""",509665,261834.7098
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">28 & <=34""",7432803,3859282.89
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">34 & <=42""",36679779,18694577.01
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">42 & <=55""",392782,202206.8188
142,"Asia",143,"Central Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,"""<=28""",3695849,2311884.732
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">28 & <=34""",26272716,16432430.55
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">34 & <=42""",74543097,46941419.4
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">42 & <=55""",363545704,212075965
142,"Asia",30,"Eastern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">55""",262365294,167275545.6
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,"""<=28""",1685568,825870.4393
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">28 & <=34""",36535528,16425666.86
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">34 & <=42""",71431780,34898806.28
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">42 & <=55""",613428402,317067863.8
142,"Asia",34,"Southern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">55""",770686250,392562251.6
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,"""<=28""",0,0
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">28 & <=34""",466059,248971.9619
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">34 & <=42""",20735648,10524104.6
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">42 & <=55""",348088551,185709274.2
142,"Asia",35,"South-Eastern Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">55""",55513781,32580596.39
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2100,"With UHI",15,"""<=28""",19582,7712.851141
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">28 & <=34""",22493769,10568972.91
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">34 & <=42""",152093755,73238100.22
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">42 & <=55""",123000613,63295140.94
142,"Asia",145,"Western Asia","SSP 1","RCP 6.0",2100,"With UHI",15,""">55""",9423899,4679518.549
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2010,"With UHI",15,"""<=28""",1699532,267873.5716
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">28 & <=34""",16904034,2681814.155
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">34 & <=42""",6881954,1006064.296
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">42 & <=55""",0,0
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,"""<=28""",17948064,2633457.68
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">28 & <=34""",99167487,14713042.41
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">34 & <=42""",290801017,49505819.89
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">42 & <=55""",371609855,53887362.03
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">55""",0,0
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,"""<=28""",4096051,720525.7334
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">28 & <=34""",30720469,4408929.964
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">34 & <=42""",95287067,14439392.97
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">42 & <=55""",401664453,62063026.12
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">55""",9179963,1411215.139
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,"""<=28""",0,0
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">28 & <=34""",5899441,873761.9424
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">34 & <=42""",174945509,25896632.56
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">42 & <=55""",68111196,9839185.588
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">55""",114458,16233.98601
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2010,"With UHI",15,"""<=28""",6471347,1142138.819
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">28 & <=34""",71687061,11462605.02
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">34 & <=42""",54974908,9223296.399
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">42 & <=55""",21978057,2533583.399
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2010,"With UHI",15,""">55""",0,0
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2030,"With UHI",15,"""<=28""",1149338,191516.0114
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">28 & <=34""",16857553,2949677.981
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">34 & <=42""",19909410,3215484.984
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">42 & <=55""",22947,3586.246169
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,"""<=28""",12360939,2550842.028
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">28 & <=34""",85452467,18153783.86
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">34 & <=42""",177977529,34102363.34
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">42 & <=55""",716504378,165145796.2
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">55""",11589585,2435139.649
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,"""<=28""",5803348,968623.4667
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">28 & <=34""",41338321,6639176.016
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">34 & <=42""",90013812,14657233.19
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">42 & <=55""",773254291,122099323.6
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">55""",16168740,2582094.769
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,"""<=28""",4245,670.5719113
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">28 & <=34""",4095831,670924.1278
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">34 & <=42""",142825634,23805651
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">42 & <=55""",221510241,38929564.57
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">55""",9041123,1672442.448
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2030,"With UHI",15,"""<=28""",5376658,865254.9673
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">28 & <=34""",62378280,10560161.89
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">34 & <=42""",98538800,17103596.04
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">42 & <=55""",74666394,10518886.21
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2030,"With UHI",15,""">55""",102348,14820.53315
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2070,"With UHI",15,"""<=28""",681321,181565.7554
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">28 & <=34""",13681293,3676960.186
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">34 & <=42""",35695988,9793877.475
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">42 & <=55""",458620,122424.3573
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,"""<=28""",7669041,3001274.204
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">28 & <=34""",57801947,22997190.94
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">34 & <=42""",131407193,52694194.52
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">42 & <=55""",563611355,227921232.9
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">55""",187914397,76223363.85
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,"""<=28""",2195380,536943.541
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">28 & <=34""",58213493,16643400.34
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">34 & <=42""",108382074,28912048.93
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">42 & <=55""",1356183112,360987578.7
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">55""",86243992,22823149.18
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,"""<=28""",3953,976.9387418
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">28 & <=34""",3087404,862273.4762
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">34 & <=42""",49555016,14049140.23
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">42 & <=55""",405399713,120782233.2
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">55""",49660185,17464665
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2070,"With UHI",15,"""<=28""",5477914,957717.3729
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">28 & <=34""",34960673,9988648.708
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">34 & <=42""",185557161,49920330.44
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">42 & <=55""",139977101,36249371.29
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2070,"With UHI",15,""">55""",4295867,1209945.357
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2100,"With UHI",15,"""<=28""",612069,212215.8606
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">28 & <=34""",8231981,2940878.114
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">34 & <=42""",41027885,14395769.28
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">42 & <=55""",514066,184498.7407
142,"Asia",143,"Central Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">55""",0,0
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,"""<=28""",3852860,1699168.545
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">28 & <=34""",27003386,11966579.9
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">34 & <=42""",75698026,34189822.15
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">42 & <=55""",380499803,171660234.4
142,"Asia",30,"Eastern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">55""",256332763,117321447
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,"""<=28""",1737906,565071.3786
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">28 & <=34""",48825986,15089951
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">34 & <=42""",83556844,27975297.37
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">42 & <=55""",683234399,234795184.1
142,"Asia",34,"Southern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">55""",920936921,310829948.8
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,"""<=28""",0,0
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">28 & <=34""",957851,332845.1357
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">34 & <=42""",25637152,9060966.284
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">42 & <=55""",404735751,151037175.9
142,"Asia",35,"South-Eastern Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">55""",61174703,25082410.79
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2100,"With UHI",15,"""<=28""",26454,6904.419794
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">28 & <=34""",28385474,9221618.418
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">34 & <=42""",191873226,65582120.77
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">42 & <=55""",165813457,60442163.4
142,"Asia",145,"Western Asia","SSP 2","RCP 6.0",2100,"With UHI",15,""">55""",10319898,3963491.846
142,"Asia",143,"Central Asia","SSP 3","RCP 6.0",2010,"With UHI",15,"""<=28""",1700436,268019.4812
